Hillary Clinton lied many times to the FBI.,'What did Hillary Clinton tell FBI investigators that would constitute lying to the FBI?'| 'What evidence does Donald Trump have that Hillary Clinton was lying to FBI investigators?',2. Did Hillary Clinton understand the criminal repercussions of lying to FBI investigators? 3. Did Hillary Clinton try to influence the FBI’s investigation into her email server?4. Did Hillary Clinton provide false or misleading information to FBI investigators?5. Was Hillary Clinton's statement to FBI investigators consistent with the truth?6. Did Hillary Clinton have prior experience with any prior investigations into potential wrongdoing on her part?7. Did Hillary Clinton have any awareness of possible,0.048672816747515564
"There arethousands of Georgia workers that are misclassified as independent contractors "" who lose benefits including health care.""",'How many workers in Georgia are misclassified as independent contractors?'| 'How many independent contractors do not have proper health care benefits in the United States?',2. How many Georgia businesses are illegally misclassifying their workers as independent contractors?3. How long have workers in Georgia been misclassified as independent contractors?4. Are these misclassified workers actively seeking out proper employment benefits?5. What percentage of workers in Georgia have been misclassified as independent contractors?6. Are misclassified independent contractors in Georgia aware of the potential benefits they are missing out on?7. Are there any legal repercussions for employers who mis,0.06297103661314075
"“As President ... I have the absolute right to"" share classified information.",'Does the United States president have the right to share classified intelligence with Russian diplomats?'| 'What authority does the president have to share classified intelligence with foreign individuals?',2. What methods can the President use to share classified information with foreign powers?3. Does the President have a responsibility to safeguard the confidentiality of U.S. classified information when sharing it with Russians?4. What measures can the President take to ensure that classified information is not shared with unauthorized entities?5. Could the sharing of classified information with Russians potentially endanger U.S. national security?6. Can the sharing of classified information be beneficial to diplomatic efforts between,1.1042672265536558e-78
215 members of Congress just voted to let your ISP spy on what type of underwear you buy and sell that data to advertisers.,'How will this Congressional vote change what ISPs are already doing?'| 'How will this vote lessen our imagined privacy?'| 'Is it possible for ISPs to spy on internet browsing?',1. How much more control will ISPs have if this vote is successful?2. What kind of data will ISPs be able to track?3. What kind of information will ISPs be able to sell to advertisers?4. How does the public view this Congressional vote?5. What motivates the 215 Congress members to approve this vote?6. Is this vote seen as a victory or a loss for internet privacy?7. How will this vote affect user,0.04283751728228247
NAFTA was signed by Bill Clinton... NAFTA was given to us by Clinton.,'Did a Republican or a Democrat President negotiate NAFTA?'| 'Did a Republican or a Democrat President sign NAFTA?'| 'Was NAFTA negotiated and signed before Clinton took Office as the President?'| 'Which President negotiated and signed NAFTA?'| 'What year was NAFTA signed and who was President at that time?',1. What countries are included in NAFTA?2. Was a vote taken in Congress to pass NAFTA?3. Was NAFTA approved by all three countries involved?4. How many tariff reductions have been implemented since NAFTA?5. What does NAFTA stand for?6. What are the key provisions of NAFTA?7. What economic and political effects has NAFTA had on the United States?8. What economic and political effects has NAFTA had on Mexico?,3.049973708240857e-155
Andrew Gillum's city Tallahassee is known as the most corrupt in Florida and one of the most corrupt in the nation.,'What is the definition of political corruption?'| 'How does political corruption manifest?'| 'How corrupt is Florida?'| 'What are the levels of corruption in the US by state?',"1. What has been Andrew Gillum's role in government in Tallahassee?2. What measures have been taken to address corruption in Tallahassee?3. How have political institutions reacted to the reports of corruption in Tallahassee?4. How does political corruption compare to other forms of corruption, such as economic corruption?5. What evidence exists of corruption in Tallahassee?6. What state and federal laws exist to address",0.04666513480445707
"Drug-related offenses make up as much as 75-85 percent of inmate populations"" in Wisconsin""",'How many prisoners are in Wisconsin prisons?'| 'How many drug offenders are in Wisconsin prisons?',2. What types of drug-related offenses make up the majority of the Wisconsin prison population?3. How has the number of drug offenders in Wisconsin prisons changed over time?4. What is the proportion of drug offenders compared to other types of offenses in Wisconsin prisons?5. What are the average sentence lengths for drug offenders in Wisconsin prisons?6. Are drug offenders in Wisconsin prisons convicted for illegal possession or for drug trafficking?7. How have punishment policies for,0.031605003907434724
The RAISE Act prevents new migrants and new immigrants from collecting welfare ... They’re not going to come in and just immediately go and collect welfare. That doesn’t happen under the RAISE Act. They can’t do that.,'Are undocumented immigrants eligible for welfare in the United States?'| 'Who is eligible to receive welfare in the United States?'| 'How many skills-based immigrants were accepted last year to immigrant to the US?'| 'What groups receive the most welfare in the United States?',4. Does the RAISE Act make changes to welfare eligibility?5. What are the foreign employment requirements proposed in the RAISE Act?6. When will the RAISE Act take effect?7. Does the RAISE Act limit the number of refugees allowed in the United States?8. Does income level affect welfare eligibility?9. Who administers welfare programs in the United States?10. How many years must a new immigrant must live in the United,0.05198010744221411
Every member of Congress they pay for their own insurance too. We are put into the exchange. We’re not a federal employee. We go into the D.C. exchange and we personally have to pay for 100 percent of it.,'What type of insurance do congressmen have?'| 'How much does congressmen pay for their insurance?'| 'Are congresspeople federal employees?',2. What kind of insurance coverage is offered through the D.C. exchange?3. Does Congress pay for any portion of the congressmen's insurance premiums?4. How do Congressmen enroll in the D.C. exchange?5. Are there any special discounts available to Congressmembers?6. Are there additional plans offered to Congressmen outside the D.C. exchange?7. Are there any requirements to purchase insurance through the D.C.,3.5833017581859373e-155
Each year ICE detains someone it costs taxpayers over $50 000. For comparison by the way that's four times the amount the federal government spends on each child in our public schools.,'How much does it cost for ICE to detain someone for a year?'| 'How much does it cost the federal government to send a child to public school?'| 'How many days does the average ICE detention last?',1. What percentage of taxpayers' funds are used to cover the costs of ICE detentions?2. What is the annual budget of ICE?3. How many illegal immigrants are detained by ICE each year?4. How much do taxpayers pay on average per month to detain an ICE detainee?5. How much do taxpayers contribute to the cost of school supplies and activities for public school children?6. How has the total cost of ICE detentions changed,4.666264600858496e-155
"Under the current procedure, if someone on a terror watch list"" tries to buy a gun authorities are notified.""",'What is the current procedure for when someone on a terror watch list tries to buy a gun?'| 'When someone tries to buy a gun what procedures are followed?'| 'When are authorities notified while someone is trying to buy a gun?',3. Are potential buyers on a terror watch list identified before they attempt to purchase a gun? 4. How did authorities develop the current procedure for terror watch list gun buyers? 5. Are all potential buyers of guns subjected to background screenings? 6. How does the current procedure help prevent potential terrorists from buying guns? 7. Are gun buyers warned by authorities that they are on a terror watch list? 8. Are authorities notified immediately when someone,0.08933149423066444
"“And very soon, Rick, we will be an energy exporter. Isn’t that nice — an energy exporter? In other words we’ll be selling our energy instead of buying it from everybody all over the globe.""",'What types of energy does the United States export?'| 'How many years has the United States been exporting energy?',2. Is the United States the world's largest energy exporter?3. What type of energy is exported the most by the United States?4. Who are the major energy exporters in the United States?5. What are the economic and environmental impacts of being an energy exporter?6. What is the current status of the United States as an energy exporter?7. What gains does the United States derive from being an energy exporter?,0.03308384782824107
The new Rasmussen Poll one of the most accurate in the 2016 Election just out with a Trump 50% Approval Rating. That's higher than O's #'s!,"""What did the Rasmussen Poll show Trump's Approval Rating as in 2017?""| ""What did the Rasmussen Poll Obama's Approval Rating as in 2009?""",2. What percentage of eligible voters participated in the Rasmussen Poll in 2017? 3. What time frame did the Rasmussen Poll cover in the 2016 Election?4. How did the Rasmussen Poll compare to other polls during the 2016 Election?5. What are the margin of error calculations for the Rasmussen Poll in 2017?6. How often does the Rasmussen Poll conduct surveys? 7. What other questions does the Rasmussen Poll ask respondents?8. Does the Rasmussen,0.03740130030684651
Claimed the U.S. Supreme Court ends the teaching of Islam in public schools.,'What court cases deal with teaching religion in school?'| 'When was Islam being taught in public schools brought before the Supreme Court?',2. Is there precedence set by the Supreme Court regarding teaching religion in public schools?3. How does the Supreme Court distinguish between religious freedom and establishment of religion?4. Has the Supreme Court ever faced a similar situation involving teaching of a religion in public schools?5. How does the Establishment Clause of the First Amendment affect the debate about teaching Islam in public schools?6. Are there any other judicially enforceable limits in educational policy involving religion?7,1.5439222892772247e-78
"“I’m pretty good at estimating crowd sizes, as you have probably figured out.""",'How are crowd sizes estimated?'| 'Are the crowd size numbers accurate?'| 'Is there proof that the estimations are accurate?'| 'What are the average crowd sizes?'| 'How does this person estimate crowd sizes?',1. What is the maximum crowd size that can be estimated?2. How many events have been accurately estimated in terms of crowd size?3. Does this person have any experience or qualifications in estimating crowds?4. What methods does this person use for estimating crowd sizes?5. How accurate are the crowd size estimates?6. How does this person keep track of the crowd size data?7. Can the estimation process be improved?8. How,0.052944212017656304
"Says Marco Rubio said we should be considering internment"" of Muslims and ""maybe we should close down cafes and diners where Muslims gather and in fact compared them to the Nazi party.",'Did Marco Rubio say we should put Muslims in internment?'| 'Did Marco Rubio compare Muslims to Nazis?'| 'Did Marco Rubio say that we should not let Muslims gather in diners and cafes?',1. What did Marco Rubio say we should consider doing to Muslims?2. Did Marco Rubio suggest we should close down places where Muslims congregate?3. Did Marco Rubio mention the Nazi party in his comments about Muslims?4. How did Marco Rubio feel about the idea of internment for Muslims?5. What did Marco Rubio say in relation to Nazis and Muslims?6. Did Marco Rubio make any statements implying internment for Muslims?7. Did,0.057124649943672015
There are a lot of private charters. And in fact (Tony Evers) sought and received the largest charter school grant in the country from the Trump-DeVos administration to start new charter schools in Wisconsin.,'What type of schools did Tony Evers receive grants for?'| 'How much is the largest charter school grant the country has ever given?'| 'How much was the largest grant Evers received from the Trump-DeVos education administration for charter schools?',1. What measures does Tony Evers' administration plan to take to ensure that the funds for the proposed charter schools are adequately distributed?2. What type of education initiatives does the Trump-DeVos education administration support?3. How will the new charter schools be funded?4. What kind of impact can the new charter schools have on local communities?5. What are the benefits of the charter school program to the students of Wisconsin?6. What is,0.051961923039416984
There’s no cribbing of Michelle Obama’s speech.,"""Who was the writer of Melania Trump's speech?""| ""What passages from Trump's speech were similar to Michelle Obama's speech?""| ""What did Meredith McIver say about the passages in Melania Trump's speech?""",3. How did Melania Trump originally come up with the ideas for her speech?4. What were the main similarities between Melania Trump's speech and Michelle Obama's speech?5. How much of Melania Trump's speech was plagiarized?6. What other speeches or sources may have contributed to the plagiarism?7. Who wrote the phrase “your word is your bond” that was included in Melania Trump's speech?8. Was Melania Trump aware of,0.10380504966582067
Nowadays there is more regulation over toy guns than real ones.,'What are the rules of the distribution of real firearms?'| 'How does the regulation of toy guns compare to the regulation of real firearms?',2. What are the safety measures enforced regarding the manufacture of toy guns?3. What is the gun control landscape in the United States?4. How do laws around the ownership of toy guns vary by state?5. Are there any regulations related to the use of toy guns at events or in recreational activities?6. What is the average age of individuals allowed to purchase a toy gun?7. Are any forms of licensing required for selling toy guns?,1.3425063447273579e-78
Food stamps have gone up two-and-a-half times under Barack Obama.,'What did Barack Obama do to raise food stamps?'| 'What is the number of people using food stamps before Barack Obama?'| 'How has the economy changed under Barack Obama?'| 'What is the number of people using food stamps after Barack Obama?'| 'How much has the price of food gone up over the past 10 years?',5. What is the average amount of money spent each month on food stamps? 6. How much did the number of food stamp recipients increase while Barack Obama was in office?7. What are the current eligibility requirements for food stamp recipients?8. What percentage of people in the US receive food stamps?9. What factors contribute to an increase in the amount of people receiving food stamps?10. How much money does the government spend annually on food stamps?,1.9699750218885226e-78
Says President Richard Nixon held meetings with heads of state without an American interpreter.,'Did Nixon have meetings with foreign heads of state?'| 'Did Nixon not use an American interpreter at any meetings with foreign heads of state?',2. How many meetings did President Nixon have with foreign heads of state?3. What foreign heads of state did President Nixon meet with?4. Was President Nixon aware that interpreters were typically used in meetings with foreign heads of state?5. Why did President Nixon refuse to use an American interpreter?6. What language did President Nixon’s foreign visitors speak?7. Was President Nixon able to understand the language of those he met with?8,0.09280988594236084
Democrats are nowhere to be found on DACA.,'Do democrats support DACA?'| 'Did Trump make the DACA deadline?'| 'Will DACA be continued for Dreamers?'| 'Will comprehensive immigration law be passed?'| 'Which Senator met with Trump to discuss DACA?',1. What was the original timeline for DACA?2. What is the current status of DACA?3. What have been the main points of contention regarding DACA negotiations?4. Is there bipartisan support for a Dreamers bill?5. Are Dreamers being deported despite the DACA decision?6. How have immigration policies changed under the Trump administration?7. How will be the Supreme Court’s ruling on DACA affect immigration policy?8. Does,3.2846557572630746e-155
For every dollar we spend on actual peace creation we spend over $1 000 on ways to prepare for war.,'How much money does the US spend on trying to create peace?'| 'How much money does the US spend on wartime actions?'| 'How much more does the US spend fighting than on trying to create peace?',3. What are the primary methods the US uses to create peace?4. Are the results of spending money on peace creation successful?5. How do peace-making strategies vary from country to country?6. Who is responsible for determining the budget for peace creation efforts?7. Are there any long term plans for peace initiatives?8. How have internationalPeace Agreements impacted the level of financial investment in peace creation?9. How do the costs of,0.0336785433005348
NYC To Ban Hot Dogs and Processed Meats To Improve Climate,'Are hot dogs being banned in NYC?'| 'Are processed meats being banned in NYC?'| 'Are government purchases of meat being regulated in NYC?',"1. What legislation is being proposed to ban hot dogs and processed meats in NYC?2. What is the reasoning behind banning hot dogs and processed meats in NYC?3. How long has the ban been proposed for?4. How long will it take for the ban to be in place?5. Are there any exceptions to the ban?6. How much will restaurants, food vendors and supermarkets be affected by the ban?7. What types of meats",1.0425170667332909e-78
Seniors on Social Security have to pay for Medicare and a Supplemental Ins. And the illegals get it all for free.,'Do illegal immigrants receive social security?'| 'What are the conditions required to receive medicaid in the United States?',2. What are the eligibility requirements for Social Security in the United States?3. Are illegal immigrants eligible for Medicare benefits in the United States?4. What is the Medicare eligibility age in the United States?5. Are illegal immigrants eligible for Medicaid benefits in the United States?6. How much do seniors have to pay monthly for Medicare?7. Are illegal immigrants eligible to receive Supplemental Insurance?8. How much do seniors have to pay monthly to receive,0.05817345676417013
I have no financial interests in Saudi Arabia.,'Does Donald Trump have financial interests in Saudi Arabia?'| 'What countries does Donald Trump have investments in?'| 'Does Donald Trump own real estate in Saudi Arabia?'| 'Has Trump bought property in Saudi Arabia?'| 'Has Saudi Arabia bought Trump property?',1. Does Donald Trump have investments in Saudi Arabia?2. Has Donald Trump ever received payments from Saudi Arabia? 3. Does Donald Trump receive oil revenues from Saudi Arabia?4. Does Donald Trump have investments in any companies that are involved with the Saudi government?5. Has Donald Trump ever been involved with a business in Saudi Arabia?6. Does Donald Trump have any economic ties to Saudi Arabia?7. Does Donald Trump have any commercial interests in,0.07801398526122387
In 2018 we endured a school shooting nearly once a week.,'What are ways to prevent school shootings?'| 'How can schools take action to prevent school shootings?'| 'Why are there so many school shootings in the United States compared to other countries?',1. What impact would an increase in mental health services have on school shootings? 2. What can be done to address gun violence in schools? 3. How can gun control legislation help reduce school shootings? 4. How can communities come together to prevent school shootings? 5. How has the media coverage of school shootings impacted public perception of gun violence?6. How do schools and law enforcement respond to threats of school shootings? 7.,0.04985394222552603
Meme depicts Holocaust survivor George Soros as Nazi guard.,"'Where did George Soros live during WWII?'| 'When was George Soros born?'| ""How did George Soros's family survive during World War 2?""",3. What did George Soros do before WWII?4. What was George Soros’s occupation during WWII?5. What concentration camps were active in Hungary during WWII?6. When did George Soros move to England to pursue his studies?7. How has George Soros’s life been affected by his experiences during WWII?8. What key gains has his foundation made in supporting human rights around the world?9. How has George Soros dedicated his,1.4367815844774e-78
According to SCUBA divers Summersville Lake is the clearest freshwater lake east of the Mississippi River.,'How often are scuba divers going in Summerville lake?'| 'How often are scuba divers going in waters east of the Mississippi River?'| 'How dirty are the waters east of the Mississippi River?',3. Does Summerville Lake have clearer waters than other lakes east of the Mississippi River?4. How can SCUBA divers assess water clarity at Summerville Lake?5. Are the measurements of water clarity at Summerville Lake consistent?6. Are SCUBA divers allowed to explore all areas of Summerville Lake?7. What type of aquatic life can be found in Summerville Lake?8. How deep is Summerville Lake?9. Does,0.06735571462439273
I never called Meghan Markle 'nasty.' Made up by the Fake News Media and they got caught cold! Will @CNN @nytimes and others apologize? Doubt it!,"'What did Donald Trump say about Meghan Markle?'| ""Who reported Donald Trump's comments about Meghan Markle?""",2. What did the Fake News Media report about Donald Trump and Meghan Markle?3. Why did the Fake News Media report inaccurately about Donald Trump and Meghan Markle?4. Who called Meghan Markle “nasty”?5. What did Donald Trump say in response to the Fake News Media’s report?6. How did the Fake News Media “get caught cold”?7. What was the,0.05963273218406112
"“The law’s totally on my side, meaning, the president can’t have a conflict of interest.""","'What does it mean to have a ""conflict of interest?'| '""?'| ""What is it the law surrounding the President of the US having a conflict of interest while he's in office?""| 'Does President Trump still hold any financial interests while in office?'",1. What is a conflict of interest according to US law?2. Does a President's involvement in a business conflict with his/her official duties?3. What are possible consequences when the President has a conflict of interest?4. Are the rules and regulations regarding President Trump's conflict of interest different from other US Presidents?5. Does the legal definition of a conflict of interest vary depending on the nature of the activity?6. Is the President subject to,0.061405824132720305
"Even among second and third generation"" Muslims in the United States ""there's no real assimilation.","'According to academic researches in the past decades| what is the rate of assimilation/integration of Muslims into the American Society?'| ""To what extent can Muslims 'assimilate' to American culture according to the traditional definition of the word| 'assimilate'?""","2. How do factors such as birthplace, language, socio-economic status, religious practices and education affect assimilation rates among Muslims in the United States?3. What impact has increased Islamophobia had on the assimilation of Muslim Americans in the United States?4. Are the levels of assimilation in Muslim American communities comparable to those of other immigrant groups in the United States?5. How have Muslims in the United States been affected by anti-immigrant laws",2.9729050750188428e-155
Overall less than one-tenth of one percent of 9th Circuit decisions are overturned by the Supreme Court.,"""How does the 9th Circuit's reversal rate compare to other courts?""| ""What is the 9th Circuit's reversal rate by year?""| 'What percentage of cases does the Supreme Court take?'",1. What percentage of cases has the 9th Circuit reversed in the past 5 years?2. How often is the 9th Circuit’s decision reversed by the Supreme Court?3. How have the rate of Supreme Court reversals changed since the 9th Circuit’s establishment?4. How often do the Supreme Court and the 9th Circuit disagree?5. What role does precedent play in Supreme Court reversals of 9th Circuit decisions?6,0.07134790889479467
Since 1999 firearm deaths in Ohio have risen 58 percent.,'What were the firearm deaths in Ohio in 1999?'| 'What are the current amount of firearm deaths for Ohio in 2018?',2. How has the overall homicide rate in Ohio compared to the firearm death rate in recent years?3. What percentage of Ohio's overall homicides are caused by firearms?4. How does firearm death rate in Ohio compare to that of other US states?5. Are there any differences in the rates of firearm death in different regions of Ohio?6. What types of firearms are most frequently used in fatal shootings in Ohio?7. What age groups are most often,3.5354562125145347e-155
"Claimed that no debate moderator ever asked Donald Trump, “so exactly how are you going to create more jobs""?",'What did Lester Holt ask Trump at the first debate about job creation?'| 'At the final debate what did Fox News’ Chris Wallace ask both candidates about their job plans?'| 'When did Clinton claim that no debate moderator asked Donald Trump about his plan to create jobs?',3. What did Donald Trump say during the debates about how to create jobs?4. How did the moderators attempt to ensure that Donald Trump was held accountable for his jobs plan?5. How did the debate moderators seek to assess Donald Trump's job creation strategies?6. Was any opposition to Trump's job creation plan raised by the debate moderators?7. How did the moderator’s ensure an even-handed approach to job creation when discussing Donald Trump's jobs,0.04283751728228247
White House leaks about Russia contacts are illegal.,"'If the news about leaks is ""fake""| how can leaks be ""illegal""?'| 'What constitutes illegality when pertaining to government information?'| 'What constitutes transparency between the government and the people?'",1. Who decides when a leak of sensitive White House information constitutes illegality?2. Does the president have the authority to call for investigations into reports of White House leaks?3. How might the White House attempt to prevent the leaking of sensitive information?4. Can the public hold the White House accountable for leaked information?5. Does the White House have a right to privacy in matters concerning national security?6. Is the government obligated to protect sensitive information from,3.6697083826785564e-155
"Did Mike Pence call Michelle Obama “the most vulgar first lady we’ve ever had""?",'What does Mike Pence think about Michelle Obama?'| 'How did Mike Pence reply to an interview question about Michelle Obama?',2. What did Mike Pence say about Michelle Obama being the first lady?3. What were Mike Pence's views on Michelle Obama's role as first lady?4. What did Mike Pence think of Michelle Obama's first lady style?5. How did Mike Pence describe Michelle Obama's tenure as first lady?6. What did Mike Pence have to say about Michelle Obama's politics?7. How did Mike Pence respond to Michelle Obama's polarizing views?,0.04504139539112309
Superdelegates have never been a determining factor in who our nominee is since they've been in place since 1984.,'Who determines the presidential nominee?'| 'Do super delegates pick the nominee?'| 'Does the DNC pick the nominee?'| 'Do super delegates vote with the states they represent?'| 'how do super delegates pick who they vote for?',1. How many super delegates are there in total?2. Who are the super delegates?3. How many super delegates are needed to secure the nomination?4. When do super delegates choose their candidate?5. Can super delegates change their votes after the fact?6. What is the power balance between super delegates and pledged delegates?7. Are super delegates allowed to express their favored candidate publicly?8. What is the difference between a super delegate,8.085365176921347e-79
Since 2013 alone the Obama administration has allowed 300 000 criminal aliens to return back into United States communities. These are individuals encountered or identified by (Immigration and Customs Enforcement) but who were not detained or processed for deportation because it wouldn't have been politically correct.,'How many criminal aliens were let go by ICE between 2013 and 2015.?'| 'How many requests were turned down by state and local law enforcement between 2014 and 2015 to hold deportable aliens arrested for non-immigration-related crimes until ICE could take them into custody?'| 'Is there any evidence about whether there was probably cause to arrest those that were not arrested?'| 'Can it be confirmed that 300|000 were released by ICE?'| 'Can one make a strong case that Obama actually released over 300|000 illegal immigrants?',"5. How did the Obama Administration decide which criminal aliens to release? 6. Was the decision to release criminal aliens based on their past criminal records?7. How has the Obama Administration's decision to release criminal aliens affected public safety and security? 8. Are there preventative measures in place to avoid the release of another 300,000 criminal aliens?9. Is there any evidence that the released criminal aliens have gone on to re-offend?",0.040121877637459134
A meme claims: Sen. Kirsten Gillibrand says that she wants to give Social Security benefits to illegal aliens.,'What did Gillibrand say should be done with asylum seekers in Davenport| Iowa?'| 'What measures do Gillibrand think need to be taken for comprehensive immigration reform?',2. What criteria did Gillibrand offer to ensure safeguarding Social Security benefits for illegal aliens?3. How does Gillibrand think the best way to handle asylum seekers that are in the country illegally?4. What specific changes to Social Security does Gillibrand propose for illegal aliens?5. Does Gillibrand believe employers should be held accountable for illegal aliens accessing Social Security benefits?6. What kind of funding does Gillibrand think needs to be allocated,4.5707455184224886e-155
